station_id,station_name,chain,address,city,region,country,fuel_type,price_eur_l,last_updated
LT0115,Neste Visaginas,Neste,Naugarduko al. 122,Visaginas,Utenos apskritis,Lithuania,Benzinas 98,1.803,2024-06-16 19:20
LT0100,Neste Panevėžys,Neste,Vytauto pl. 110,Panevėžys,Panevėžio apskritis,Lithuania,LPG,0.755,2024-07-05 16:51
LT0284,Lietuva Mažeikiai,Lietuva,Panerių pr. 14,Mažeikiai,Telšių apskritis,Lithuania,Dyzelinas,1.624,2024-03-30 14:07
LT0137,Neste Lazdijai,Neste,Ukmergės g. 144,Lazdijai,Alytaus apskritis,Lithuania,Benzinas 95,1.644,2024-08-01 17:33
LT0310,Lietuva Šilutė,Lietuva,Geležinio Vilko pl. 49,Šilutė,Klaipėdos apskritis,Lithuania,Benzinas 95,1.605,2024-12-02 07:36
LT0265,Astarta Radviliškis,Astarta,Gedimino al. 68,Radviliškis,Šiaulių apskritis,Lithuania,LPG,0.708,2024-04-24 16:25
LT0038,Circle K Varėna,Circle K,Didlaukio al. 18,Varėna,Alytaus apskritis,Lithuania,Dyzelinas,1.673,2024-11-21 14:45
LT0001,Circle K Vilnius,Circle K,Vilniaus al. 63,Vilnius,Vilniaus apskritis,Lithuania,Benzinas 95,1.61,2024-02-22 21:47
LT0036,Circle K Kupiškis,Circle K,Didlaukio g. 145,Kupiškis,Panevėžio apskritis,Lithuania,Dyzelinas,1.673,2024-02-28 05:19
LT0244,Astarta Telšiai,Astarta,Geležinio Vilko pr. 52,Telšiai,Telšių apskritis,Lithuania,LPG,0.765,2024-06-14 22:07
LT0024,Circle K Palanga,Circle K,Didlaukio al. 8,Palanga,Klaipėdos apskritis,Lithuania,Benzinas 95,1.591,2024-05-13 05:37
LT0016,Circle K Telšiai,Circle K,Studentų g. 18,Telšiai,Telšių apskritis,Lithuania,Dyzelinas,1.607,2024-11-13 02:26
LT0298,Lietuva Kretinga,Lietuva,Architektų pl. 70,Kretinga,Klaipėdos apskritis,Lithuania,Dyzelinas,1.533,2024-02-22 09:17
LT0220,Orlen Radviliškis,Orlen,Savanorių pr. 133,Radviliškis,Šiaulių apskritis,Lithuania,Benzinas 95,1.708,2024-01-30 19:25
LT0228,Orlen Zarasai,Orlen,Panerių pr. 32,Zarasai,Utenos apskritis,Lithuania,LPG,0.758,2024-01-11 01:44
LT0222,Orlen Kupiškis,Orlen,Algirdo al. 144,Kupiškis,Panevėžio apskritis,Lithuania,LPG,0.8,2024-07-09 08:37
LT0018,Circle K Visaginas,Circle K,Dariaus ir Girėno g. 63,Visaginas,Utenos apskritis,Lithuania,LPG,0.74,2024-12-05 03:56
LT0151,Lukoil Mažeikiai,Lukoil,Vytauto pl. 93,Mažeikiai,Telšių apskritis,Lithuania,Benzinas 95,1.707,2024-02-22 04:05
LT0190,Orlen Klaipėda,Orlen,Klaipėdos g. 43,Klaipėda,Klaipėdos apskritis,Lithuania,Benzinas 95,1.651,2024-06-09 13:07
LT0300,Lietuva Palanga,Lietuva,Laisvės pl. 47,Palanga,Klaipėdos apskritis,Lithuania,Dyzelinas,1.675,2024-05-06 23:02
LT0274,Lietuva Vilnius,Lietuva,Savanorių pl. 142,Vilnius,Vilniaus apskritis,Lithuania,LPG,0.665,2024-12-03 03:47
LT0220,Orlen Radviliškis,Orlen,Savanorių pr. 133,Radviliškis,Šiaulių apskritis,Lithuania,Benzinas 98,1.829,2024-12-14 04:46
LT0257,Astarta Rokiškis,Astarta,Vilniaus pr. 32,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 95,1.578,2024-10-20 19:25
LT0150,Lukoil Marijampolė,Lukoil,Didlaukio pl. 22,Marijampolė,Marijampolės apskritis,Lithuania,Dyzelinas,1.628,2024-11-20 04:47
LT0119,Neste Ukmergė,Neste,Ukmergės al. 140,Ukmergė,Vilniaus apskritis,Lithuania,Dyzelinas,1.672,2024-05-22 17:19
LT0171,Lukoil Druskininkai,Lukoil,Ateities g. 104,Druskininkai,Alytaus apskritis,Lithuania,Benzinas 95,1.663,2024-05-22 22:59
LT0125,Neste Biržai,Neste,Algirdo pl. 66,Biržai,Panevėžio apskritis,Lithuania,Dyzelinas,1.535,2024-11-08 20:57
LT0020,Circle K Ukmergė,Circle K,Žemaitės g. 1,Ukmergė,Vilniaus apskritis,Lithuania,LPG,0.81,2024-12-19 04:34
LT0045,Circle K Zarasai,Circle K,Panerių g. 39,Zarasai,Utenos apskritis,Lithuania,Benzinas 98,1.889,2024-03-01 17:48
LT0061,Viada Utena,Viada,Ateities pl. 65,Utena,Utenos apskritis,Lithuania,Benzinas 98,1.864,2024-02-24 07:24
LT0140,Lukoil Vilnius,Lukoil,Ukmergės g. 121,Vilnius,Vilniaus apskritis,Lithuania,Benzinas 98,1.766,2024-01-24 18:55
LT0088,Viada Lazdijai,Viada,Vilniaus al. 80,Lazdijai,Alytaus apskritis,Lithuania,Dyzelinas,1.514,2024-02-21 16:49
LT0112,Neste Kėdainiai,Neste,Studentų pl. 132,Kėdainiai,Kauno apskritis,Lithuania,Benzinas 98,1.726,2024-07-20 16:29
LT0111,Neste Utena,Neste,Tilžės pr. 120,Utena,Utenos apskritis,Lithuania,Benzinas 98,1.727,2024-05-28 12:55
LT0228,Orlen Zarasai,Orlen,Panerių pr. 32,Zarasai,Utenos apskritis,Lithuania,Benzinas 95,1.636,2024-11-29 01:24
LT0296,Lietuva Plungė,Lietuva,Vytauto pr. 2,Plungė,Telšių apskritis,Lithuania,Benzinas 95,1.669,2024-04-06 13:56
LT0307,Lietuva Skuodas,Lietuva,Vytauto al. 105,Skuodas,Klaipėdos apskritis,Lithuania,Dyzelinas,1.657,2024-04-13 03:31
LT0099,Neste Šiauliai,Neste,Studentų pl. 128,Šiauliai,Šiaulių apskritis,Lithuania,Benzinas 98,1.725,2024-08-05 02:27
LT0304,Lietuva Rokiškis,Lietuva,Geležinio Vilko al. 113,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 95,1.702,2024-01-11 22:24
LT0279,Lietuva Šiauliai,Lietuva,Ukmergės pl. 148,Šiauliai,Šiaulių apskritis,Lithuania,Dyzelinas,1.561,2024-02-29 16:16
LT0141,Lukoil Vilnius,Lukoil,Konstitucijos al. 40,Vilnius,Vilniaus apskritis,Lithuania,Benzinas 98,1.86,2024-09-12 17:41
LT0063,Viada Kėdainiai,Viada,Vytauto pl. 9,Kėdainiai,Kauno apskritis,Lithuania,Benzinas 98,1.763,2024-07-31 05:12
LT0062,Viada Utena,Viada,Vilniaus g. 128,Utena,Utenos apskritis,Lithuania,Benzinas 95,1.72,2024-05-26 07:38
LT0188,Orlen Kaunas,Orlen,Saltoniškių g. 37,Kaunas,Kauno apskritis,Lithuania,Dyzelinas,1.661,2024-08-22 23:05
LT0103,Neste Alytus,Neste,Geležinio Vilko g. 68,Alytus,Alytaus apskritis,Lithuania,Dyzelinas,1.68,2024-04-12 03:08
LT0177,Lukoil Jurbarkas,Lukoil,Konstitucijos pl. 56,Jurbarkas,Tauragės apskritis,Lithuania,LPG,0.756,2024-05-07 17:38
LT0201,Orlen Kėdainiai,Orlen,Respublikos al. 76,Kėdainiai,Kauno apskritis,Lithuania,Benzinas 98,1.78,2024-10-17 01:11
LT0206,Orlen Ukmergė,Orlen,Respublikos pl. 40,Ukmergė,Vilniaus apskritis,Lithuania,LPG,0.671,2024-05-29 02:30
LT0259,Astarta Skuodas,Astarta,Tilžės al. 33,Skuodas,Klaipėdos apskritis,Lithuania,LPG,0.765,2024-03-19 18:36
LT0143,Lukoil Kaunas,Lukoil,Ateities pr. 18,Kaunas,Kauno apskritis,Lithuania,Benzinas 98,1.792,2024-01-31 19:40
LT0084,Viada Kupiškis,Viada,Vytauto g. 24,Kupiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.814,2024-01-22 14:58
LT0028,Circle K Biržai,Circle K,Vytauto al. 24,Biržai,Panevėžio apskritis,Lithuania,Benzinas 98,1.75,2024-04-11 04:01
LT0274,Lietuva Vilnius,Lietuva,Savanorių pl. 142,Vilnius,Vilniaus apskritis,Lithuania,Dyzelinas,1.604,2024-12-27 12:47
LT0204,Orlen Tauragė,Orlen,Vytauto g. 82,Tauragė,Tauragės apskritis,Lithuania,Benzinas 98,1.741,2024-07-11 05:46
LT0131,Neste Šilutė,Neste,Konstitucijos al. 17,Šilutė,Klaipėdos apskritis,Lithuania,Benzinas 95,1.667,2024-01-31 02:59
LT0033,Circle K Šilutė,Circle K,Konstitucijos pr. 125,Šilutė,Klaipėdos apskritis,Lithuania,Dyzelinas,1.573,2024-03-25 14:58
LT0219,Orlen Šilutė,Orlen,Vilniaus al. 144,Šilutė,Klaipėdos apskritis,Lithuania,Benzinas 95,1.687,2024-11-07 09:19
LT0090,Viada Šakiai,Viada,Algirdo pl. 60,Šakiai,Marijampolės apskritis,Lithuania,Benzinas 95,1.666,2024-06-07 15:57
LT0308,Lietuva Jurbarkas,Lietuva,Didlaukio pl. 135,Jurbarkas,Tauragės apskritis,Lithuania,Benzinas 95,1.682,2024-10-29 08:03
LT0256,Astarta Biržai,Astarta,Vytauto pl. 98,Biržai,Panevėžio apskritis,Lithuania,Benzinas 98,1.738,2024-04-22 04:47
LT0280,Lietuva Panevėžys,Lietuva,Respublikos pl. 63,Panevėžys,Panevėžio apskritis,Lithuania,Benzinas 98,1.871,2024-01-15 15:07
LT0201,Orlen Kėdainiai,Orlen,Respublikos al. 76,Kėdainiai,Kauno apskritis,Lithuania,Benzinas 95,1.593,2024-01-01 22:36
LT0090,Viada Šakiai,Viada,Algirdo pl. 60,Šakiai,Marijampolės apskritis,Lithuania,LPG,0.709,2024-09-27 13:10
LT0029,Circle K Rokiškis,Circle K,Naugarduko pl. 127,Rokiškis,Panevėžio apskritis,Lithuania,LPG,0.649,2024-05-07 03:29
LT0122,Neste Palanga,Neste,Ateities pr. 14,Palanga,Klaipėdos apskritis,Lithuania,Dyzelinas,1.676,2024-03-21 13:41
LT0227,Orlen Šakiai,Orlen,Ukmergės al. 112,Šakiai,Marijampolės apskritis,Lithuania,Benzinas 95,1.73,2024-03-09 10:57
LT0275,Lietuva Vilnius,Lietuva,Pramonės pl. 42,Vilnius,Vilniaus apskritis,Lithuania,Dyzelinas,1.623,2024-01-27 05:24
LT0125,Neste Biržai,Neste,Algirdo pl. 66,Biržai,Panevėžio apskritis,Lithuania,LPG,0.713,2024-08-06 16:20
LT0243,Astarta Telšiai,Astarta,Konstitucijos pr. 71,Telšiai,Telšių apskritis,Lithuania,LPG,0.766,2024-06-09 22:47
LT0084,Viada Kupiškis,Viada,Vytauto g. 24,Kupiškis,Panevėžio apskritis,Lithuania,Benzinas 95,1.681,2024-09-16 12:29
LT0201,Orlen Kėdainiai,Orlen,Respublikos al. 76,Kėdainiai,Kauno apskritis,Lithuania,LPG,0.742,2024-09-11 04:21
LT0047,Viada Vilnius,Viada,Konstitucijos pl. 121,Vilnius,Vilniaus apskritis,Lithuania,LPG,0.759,2024-04-11 13:07
LT0215,Orlen Rokiškis,Orlen,Ozo pl. 35,Rokiškis,Panevėžio apskritis,Lithuania,LPG,0.676,2024-07-07 14:32
LT0094,Neste Kaunas,Neste,Gedimino al. 61,Kaunas,Kauno apskritis,Lithuania,Benzinas 95,1.624,2024-01-25 07:26
LT0067,Viada Tauragė,Viada,Didlaukio pl. 40,Tauragė,Tauragės apskritis,Lithuania,Benzinas 95,1.729,2024-12-01 03:53
LT0037,Circle K Kupiškis,Circle K,Didlaukio pl. 102,Kupiškis,Panevėžio apskritis,Lithuania,LPG,0.785,2024-10-16 01:22
LT0058,Viada Mažeikiai,Viada,Didlaukio pl. 82,Mažeikiai,Telšių apskritis,Lithuania,Benzinas 98,1.821,2024-04-30 20:43
LT0060,Viada Jonava,Viada,Architektų pl. 62,Jonava,Kauno apskritis,Lithuania,Benzinas 98,1.793,2024-05-10 14:16
LT0121,Neste Kretinga,Neste,Dariaus ir Girėno pl. 66,Kretinga,Klaipėdos apskritis,Lithuania,Benzinas 98,1.807,2024-10-14 22:17
LT0159,Lukoil Telšiai,Lukoil,Panerių pr. 115,Telšiai,Telšių apskritis,Lithuania,LPG,0.813,2024-02-29 23:09
LT0182,Lukoil Varėna,Lukoil,Vytauto pr. 31,Varėna,Alytaus apskritis,Lithuania,Benzinas 95,1.572,2024-03-11 22:00
LT0311,Lietuva Radviliškis,Lietuva,Gedimino pr. 47,Radviliškis,Šiaulių apskritis,Lithuania,Benzinas 98,1.738,2024-11-03 14:59
LT0025,Circle K Palanga,Circle K,Respublikos pr. 66,Palanga,Klaipėdos apskritis,Lithuania,LPG,0.718,2024-12-06 10:39
LT0120,Neste Plungė,Neste,Naugarduko pl. 82,Plungė,Telšių apskritis,Lithuania,LPG,0.785,2024-05-28 01:18
LT0230,Astarta Kaunas,Astarta,Konstitucijos g. 131,Kaunas,Kauno apskritis,Lithuania,Benzinas 95,1.699,2024-03-01 09:07
LT0249,Astarta Ukmergė,Astarta,Geležinio Vilko al. 34,Ukmergė,Vilniaus apskritis,Lithuania,Dyzelinas,1.667,2024-11-01 01:49
LT0305,Lietuva Rokiškis,Lietuva,Panerių pr. 140,Rokiškis,Panevėžio apskritis,Lithuania,LPG,0.687,2024-07-06 14:00
LT0262,Astarta Jurbarkas,Astarta,Vilniaus pl. 55,Jurbarkas,Tauragės apskritis,Lithuania,Benzinas 98,1.871,2024-10-03 15:41
LT0268,Astarta Varėna,Astarta,Ateities g. 147,Varėna,Alytaus apskritis,Lithuania,Benzinas 98,1.742,2024-07-26 19:36
LT0281,Lietuva Panevėžys,Lietuva,Tilžės pl. 91,Panevėžys,Panevėžio apskritis,Lithuania,Benzinas 95,1.663,2024-01-05 22:53
LT0051,Viada Šiauliai,Viada,Tilžės pl. 127,Šiauliai,Šiaulių apskritis,Lithuania,Dyzelinas,1.521,2024-07-25 16:52
LT0265,Astarta Radviliškis,Astarta,Gedimino al. 68,Radviliškis,Šiaulių apskritis,Lithuania,Dyzelinas,1.662,2024-02-09 16:16
LT0175,Lukoil Skuodas,Lukoil,Laisvės pr. 58,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 95,1.663,2024-08-15 00:00
LT0092,Neste Vilnius,Neste,Laisvės pr. 116,Vilnius,Vilniaus apskritis,Lithuania,Benzinas 95,1.729,2024-01-14 13:03
LT0158,Lukoil Telšiai,Lukoil,Studentų g. 145,Telšiai,Telšių apskritis,Lithuania,LPG,0.774,2024-10-12 18:44
LT0251,Astarta Plungė,Astarta,Savanorių al. 85,Plungė,Telšių apskritis,Lithuania,Benzinas 95,1.635,2024-04-21 19:33
LT0152,Lukoil Jonava,Lukoil,Respublikos g. 75,Jonava,Kauno apskritis,Lithuania,Dyzelinas,1.531,2024-07-13 05:08
LT0153,Lukoil Jonava,Lukoil,Laisvės pr. 112,Jonava,Kauno apskritis,Lithuania,Dyzelinas,1.613,2024-10-31 19:12
LT0253,Astarta Palanga,Astarta,Tilžės g. 25,Palanga,Klaipėdos apskritis,Lithuania,Dyzelinas,1.639,2024-12-16 13:53
LT0101,Neste Panevėžys,Neste,Algirdo pr. 8,Panevėžys,Panevėžio apskritis,Lithuania,Benzinas 98,1.789,2024-03-05 02:15
LT0110,Neste Utena,Neste,Laisvės g. 41,Utena,Utenos apskritis,Lithuania,Benzinas 95,1.649,2024-09-04 14:13
LT0188,Orlen Kaunas,Orlen,Saltoniškių g. 37,Kaunas,Kauno apskritis,Lithuania,Benzinas 98,1.752,2024-09-23 13:44
LT0014,Circle K Kėdainiai,Circle K,Ateities g. 24,Kėdainiai,Kauno apskritis,Lithuania,LPG,0.688,2024-08-20 09:27
LT0099,Neste Šiauliai,Neste,Studentų pl. 128,Šiauliai,Šiaulių apskritis,Lithuania,Benzinas 95,1.636,2024-09-22 08:51
LT0317,Lietuva Šakiai,Lietuva,Pramonės pl. 75,Šakiai,Marijampolės apskritis,Lithuania,Benzinas 95,1.712,2024-03-16 04:21
LT0165,Lukoil Ukmergė,Lukoil,Geležinio Vilko pr. 143,Ukmergė,Vilniaus apskritis,Lithuania,Benzinas 98,1.767,2024-08-18 19:03
LT0315,Lietuva Varėna,Lietuva,Naugarduko g. 77,Varėna,Alytaus apskritis,Lithuania,Benzinas 98,1.85,2024-06-20 11:56
LT0270,Astarta Lazdijai,Astarta,Gedimino g. 52,Lazdijai,Alytaus apskritis,Lithuania,LPG,0.798,2024-09-29 16:48
LT0034,Circle K Šilutė,Circle K,Respublikos g. 22,Šilutė,Klaipėdos apskritis,Lithuania,Benzinas 98,1.719,2024-07-13 10:13
LT0261,Astarta Jurbarkas,Astarta,Vytauto pl. 142,Jurbarkas,Tauragės apskritis,Lithuania,Dyzelinas,1.547,2024-11-16 02:46
LT0184,Lukoil Šakiai,Lukoil,Gedimino g. 59,Šakiai,Marijampolės apskritis,Lithuania,Dyzelinas,1.566,2024-03-17 05:59
LT0139,Neste Zarasai,Neste,Algirdo g. 123,Zarasai,Utenos apskritis,Lithuania,Benzinas 98,1.747,2024-05-02 17:20
LT0201,Orlen Kėdainiai,Orlen,Respublikos al. 76,Kėdainiai,Kauno apskritis,Lithuania,Dyzelinas,1.608,2024-11-09 07:40
LT0157,Lukoil Kėdainiai,Lukoil,Ukmergės pl. 150,Kėdainiai,Kauno apskritis,Lithuania,LPG,0.655,2024-05-07 21:42
LT0296,Lietuva Plungė,Lietuva,Vytauto pr. 2,Plungė,Telšių apskritis,Lithuania,Dyzelinas,1.629,2024-11-26 12:53
LT0019,Circle K Tauragė,Circle K,Žemaitės g. 28,Tauragė,Tauragės apskritis,Lithuania,Benzinas 95,1.704,2024-03-20 08:18
LT0313,Lietuva Kupiškis,Lietuva,Vytauto g. 77,Kupiškis,Panevėžio apskritis,Lithuania,LPG,0.743,2024-02-18 01:29
LT0311,Lietuva Radviliškis,Lietuva,Gedimino pr. 47,Radviliškis,Šiaulių apskritis,Lithuania,Benzinas 95,1.669,2024-09-15 10:42
LT0147,Lukoil Panevėžys,Lukoil,Pramonės pr. 146,Panevėžys,Panevėžio apskritis,Lithuania,LPG,0.746,2024-12-30 12:59
LT0073,Viada Druskininkai,Viada,Konstitucijos pl. 59,Druskininkai,Alytaus apskritis,Lithuania,Dyzelinas,1.62,2024-07-10 04:43
LT0037,Circle K Kupiškis,Circle K,Didlaukio pl. 102,Kupiškis,Panevėžio apskritis,Lithuania,Benzinas 95,1.739,2024-04-11 02:37
LT0262,Astarta Jurbarkas,Astarta,Vilniaus pl. 55,Jurbarkas,Tauragės apskritis,Lithuania,LPG,0.8,2024-10-28 23:54
LT0172,Lukoil Biržai,Lukoil,Geležinio Vilko pl. 56,Biržai,Panevėžio apskritis,Lithuania,LPG,0.702,2024-12-15 01:02
LT0141,Lukoil Vilnius,Lukoil,Konstitucijos al. 40,Vilnius,Vilniaus apskritis,Lithuania,Dyzelinas,1.67,2024-06-21 08:48
LT0209,Orlen Palanga,Orlen,Panerių pr. 122,Palanga,Klaipėdos apskritis,Lithuania,Dyzelinas,1.677,2024-03-16 03:48
LT0303,Lietuva Biržai,Lietuva,Dariaus ir Girėno g. 64,Biržai,Panevėžio apskritis,Lithuania,LPG,0.782,2024-03-05 15:14
LT0053,Viada Panevėžys,Viada,Architektų pr. 41,Panevėžys,Panevėžio apskritis,Lithuania,LPG,0.769,2024-09-17 22:17
LT0027,Circle K Druskininkai,Circle K,Vytauto pl. 141,Druskininkai,Alytaus apskritis,Lithuania,Benzinas 95,1.72,2024-06-04 09:13
LT0132,Neste Radviliškis,Neste,Respublikos g. 139,Radviliškis,Šiaulių apskritis,Lithuania,Dyzelinas,1.631,2024-04-24 00:48
LT0209,Orlen Palanga,Orlen,Panerių pr. 122,Palanga,Klaipėdos apskritis,Lithuania,Benzinas 98,1.8,2024-09-21 18:43
LT0248,Astarta Ukmergė,Astarta,Pramonės al. 140,Ukmergė,Vilniaus apskritis,Lithuania,Dyzelinas,1.534,2024-03-29 23:32
LT0004,Circle K Klaipėda,Circle K,Laisvės pr. 26,Klaipėda,Klaipėdos apskritis,Lithuania,LPG,0.653,2024-11-21 05:34
LT0030,Circle K Skuodas,Circle K,Ukmergės al. 114,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 98,1.873,2024-08-16 05:47
LT0071,Viada Kretinga,Viada,Ukmergės pr. 12,Kretinga,Klaipėdos apskritis,Lithuania,Benzinas 95,1.701,2024-12-03 16:19
LT0041,Circle K Lazdijai,Circle K,Algirdo pl. 126,Lazdijai,Alytaus apskritis,Lithuania,Benzinas 98,1.826,2024-09-08 14:50
LT0193,Orlen Alytus,Orlen,Laisvės g. 17,Alytus,Alytaus apskritis,Lithuania,Dyzelinas,1.67,2024-01-26 05:59
LT0070,Viada Plungė,Viada,Klaipėdos g. 92,Plungė,Telšių apskritis,Lithuania,LPG,0.651,2024-08-17 11:32
LT0211,Orlen Druskininkai,Orlen,Geležinio Vilko al. 71,Druskininkai,Alytaus apskritis,Lithuania,LPG,0.777,2024-02-21 03:36
LT0113,Neste Telšiai,Neste,Vytauto g. 28,Telšiai,Telšių apskritis,Lithuania,LPG,0.74,2024-02-07 12:32
LT0082,Viada Radviliškis,Viada,Gedimino pr. 90,Radviliškis,Šiaulių apskritis,Lithuania,Dyzelinas,1.608,2024-12-01 02:11
LT0137,Neste Lazdijai,Neste,Ukmergės g. 144,Lazdijai,Alytaus apskritis,Lithuania,Benzinas 98,1.734,2024-05-04 08:13
LT0288,Lietuva Kėdainiai,Lietuva,Naugarduko pr. 16,Kėdainiai,Kauno apskritis,Lithuania,Dyzelinas,1.547,2024-07-03 17:35
LT0074,Viada Biržai,Viada,Laisvės pl. 25,Biržai,Panevėžio apskritis,Lithuania,Benzinas 98,1.721,2024-10-14 17:21
LT0050,Viada Klaipėda,Viada,Kauno pr. 121,Klaipėda,Klaipėdos apskritis,Lithuania,Benzinas 98,1.889,2024-08-11 20:52
LT0052,Viada Panevėžys,Viada,Kauno pr. 133,Panevėžys,Panevėžio apskritis,Lithuania,Benzinas 98,1.847,2024-04-14 08:35
LT0083,Viada Kupiškis,Viada,Didlaukio al. 81,Kupiškis,Panevėžio apskritis,Lithuania,Benzinas 95,1.597,2024-02-04 15:28
LT0223,Orlen Varėna,Orlen,Ukmergės g. 121,Varėna,Alytaus apskritis,Lithuania,Dyzelinas,1.535,2024-03-02 21:24
LT0164,Lukoil Ukmergė,Lukoil,Architektų g. 35,Ukmergė,Vilniaus apskritis,Lithuania,Dyzelinas,1.57,2024-11-01 04:36
LT0292,Lietuva Visaginas,Lietuva,Gedimino g. 17,Visaginas,Utenos apskritis,Lithuania,LPG,0.668,2024-12-01 12:19
LT0263,Astarta Šilutė,Astarta,Klaipėdos pl. 129,Šilutė,Klaipėdos apskritis,Lithuania,Dyzelinas,1.53,2024-09-20 04:28
LT0006,Circle K Šiauliai,Circle K,Savanorių al. 55,Šiauliai,Šiaulių apskritis,Lithuania,LPG,0.717,2024-10-25 12:23
LT0314,Lietuva Varėna,Lietuva,Klaipėdos pr. 68,Varėna,Alytaus apskritis,Lithuania,Benzinas 95,1.636,2024-10-25 07:14
LT0289,Lietuva Telšiai,Lietuva,Gedimino al. 51,Telšiai,Telšių apskritis,Lithuania,LPG,0.8,2024-07-14 19:18
LT0205,Orlen Ukmergė,Orlen,Ateities pr. 112,Ukmergė,Vilniaus apskritis,Lithuania,Benzinas 95,1.598,2024-02-21 10:13
LT0027,Circle K Druskininkai,Circle K,Vytauto pl. 141,Druskininkai,Alytaus apskritis,Lithuania,Benzinas 98,1.787,2024-10-23 19:41
LT0012,Circle K Jonava,Circle K,Žemaitės pl. 55,Jonava,Kauno apskritis,Lithuania,LPG,0.716,2024-08-27 23:03
LT0314,Lietuva Varėna,Lietuva,Klaipėdos pr. 68,Varėna,Alytaus apskritis,Lithuania,LPG,0.77,2024-09-04 05:31
LT0204,Orlen Tauragė,Orlen,Vytauto g. 82,Tauragė,Tauragės apskritis,Lithuania,Benzinas 95,1.617,2024-02-23 02:21
LT0221,Orlen Radviliškis,Orlen,Kauno pr. 88,Radviliškis,Šiaulių apskritis,Lithuania,Dyzelinas,1.591,2024-03-28 21:56
LT0153,Lukoil Jonava,Lukoil,Laisvės pr. 112,Jonava,Kauno apskritis,Lithuania,Benzinas 95,1.62,2024-06-02 15:50
LT0312,Lietuva Radviliškis,Lietuva,Algirdo al. 62,Radviliškis,Šiaulių apskritis,Lithuania,Benzinas 95,1.671,2024-04-19 12:49
LT0012,Circle K Jonava,Circle K,Žemaitės pl. 55,Jonava,Kauno apskritis,Lithuania,Benzinas 98,1.754,2024-08-30 13:12
LT0080,Viada Šilutė,Viada,Ozo al. 19,Šilutė,Klaipėdos apskritis,Lithuania,Dyzelinas,1.577,2024-07-26 22:40
LT0002,Circle K Kaunas,Circle K,Pramonės pl. 72,Kaunas,Kauno apskritis,Lithuania,Benzinas 95,1.716,2024-01-04 05:44
LT0030,Circle K Skuodas,Circle K,Ukmergės al. 114,Skuodas,Klaipėdos apskritis,Lithuania,Dyzelinas,1.655,2024-08-18 08:48
LT0134,Neste Kupiškis,Neste,Laisvės g. 9,Kupiškis,Panevėžio apskritis,Lithuania,Dyzelinas,1.542,2024-04-21 01:08
LT0100,Neste Panevėžys,Neste,Vytauto pl. 110,Panevėžys,Panevėžio apskritis,Lithuania,Benzinas 95,1.6,2024-08-15 11:28
LT0118,Neste Ukmergė,Neste,Klaipėdos pl. 53,Ukmergė,Vilniaus apskritis,Lithuania,Dyzelinas,1.593,2024-10-14 10:42
LT0238,Astarta Mažeikiai,Astarta,Laisvės pl. 115,Mažeikiai,Telšių apskritis,Lithuania,Benzinas 95,1.627,2024-09-11 23:41
LT0053,Viada Panevėžys,Viada,Architektų pr. 41,Panevėžys,Panevėžio apskritis,Lithuania,Dyzelinas,1.617,2024-03-19 15:59
LT0274,Lietuva Vilnius,Lietuva,Savanorių pl. 142,Vilnius,Vilniaus apskritis,Lithuania,Benzinas 95,1.711,2024-09-04 05:23
LT0174,Lukoil Skuodas,Lukoil,Žemaitės g. 96,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 95,1.69,2024-11-28 05:03
LT0133,Neste Radviliškis,Neste,Algirdo pl. 137,Radviliškis,Šiaulių apskritis,Lithuania,Benzinas 95,1.638,2024-04-27 07:29
LT0270,Astarta Lazdijai,Astarta,Gedimino g. 52,Lazdijai,Alytaus apskritis,Lithuania,Benzinas 98,1.859,2024-11-06 03:11
LT0037,Circle K Kupiškis,Circle K,Didlaukio pl. 102,Kupiškis,Panevėžio apskritis,Lithuania,Dyzelinas,1.625,2024-06-03 21:38
LT0259,Astarta Skuodas,Astarta,Tilžės al. 33,Skuodas,Klaipėdos apskritis,Lithuania,Dyzelinas,1.581,2024-11-11 21:19
LT0080,Viada Šilutė,Viada,Ozo al. 19,Šilutė,Klaipėdos apskritis,Lithuania,Benzinas 98,1.793,2024-02-09 10:36
LT0135,Neste Varėna,Neste,Panerių al. 61,Varėna,Alytaus apskritis,Lithuania,Benzinas 95,1.624,2024-03-14 21:33
LT0221,Orlen Radviliškis,Orlen,Kauno pr. 88,Radviliškis,Šiaulių apskritis,Lithuania,Benzinas 98,1.825,2024-08-31 21:22
LT0306,Lietuva Skuodas,Lietuva,Algirdo pr. 5,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 98,1.768,2024-02-02 21:34
LT0049,Viada Klaipėda,Viada,Ozo pl. 113,Klaipėda,Klaipėdos apskritis,Lithuania,Dyzelinas,1.541,2024-12-11 18:37
LT0040,Circle K Lazdijai,Circle K,Tilžės g. 127,Lazdijai,Alytaus apskritis,Lithuania,Benzinas 98,1.774,2024-05-12 10:17
LT0260,Astarta Skuodas,Astarta,Dariaus ir Girėno al. 110,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 95,1.6,2024-06-09 07:50
